resume_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.85,0.85,0.783333333,0.516666667,0.816666667,0.85,0.55,0.35,0.76,0.85,0.826666667,0.683333333,0.85,0.85,0.85,0.65,0.61,0.85,0.62,0.75,0.76,0.65,0.85,0.516666667,0.85,0.826666667,0.65,0.583333333
1,0.65,0.75,0.65,0.516666667,0.55,0.716666667,0.35,0.35,0.683333333,0.75,0.683333333,0.65,0.65,0.683333333,0.716666667,0.516666667,0.65,0.65,0.583333333,0.65,0.383333333,0.35,0.65,0.38,0.716666667,0.45,0.583333333,0.383333333
2,0.816666667,0.86,0.416666667,0.283333333,0.716666667,0.75,0.35,0.333333333,0.683333333,0.716666667,0.716666667,0.65,0.65,0.816666667,0.75,0.583333333,0.65,0.596666667,0.416666667,0.716666667,0.716666667,0.45,0.916666667,0.383333333,0.75,0.683333333,0.45,0.516666667
3,0.75,0.7166666666666667,0.8166666666666668,0.7600000000000001,0.75,0.75,0.45,0.4466666666666666,0.91,0.85,0.7600000000000001,0.7933333333333333,0.75,0.6833333333333332,0.6266666666666666,0.8166666666666668,0.9066666666666668,0.75,0.7933333333333333,0.7166666666666667,0.4733333333333333,0.85,0.65,0.3999999999999999,0.3066666666666666,0.8166666666666668,0.7166666666666667,0.4166666666666667
4,0.1966666666666666,0.75,0.8166666666666668,0.6933333333333334,0.65,0.6833333333333332,0.6833333333333332,0.2233333333333333,0.9266666666666667,0.7833333333333333,0.8166666666666668,0.7166666666666667,0.45,0.7833333333333333,0.75,0.85,0.85,0.6833333333333332,0.7166666666666667,0.34,0.3366666666666666,0.9366666666666666,0.7266666666666667,0.3166666666666666,0.2833333333333333,0.8266666666666667,0.3166666666666666,0.3066666666666667
5,0.85,0.85,0.85,0.783333333,0.85,0.85,0.85,0.85,0.896666667,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.716666667,0.85,0.873333333,0.85,0.85,0.65,0.85,0.85,0.85,0.85
6,0.45,0.683333333,0.65,0.45,0.65,0.683333333,0.45,0.45,0.65,0.783333333,0.716666667,0.283333333,0.65,0.75,0.683333333,0.45,0.65,0.626666667,0.516666667,0.65,0.65,0.35,0.65,0.333333333,0.65,0.55,0.61,0.05
7,0.65,0.793333333,0.693333333,0.483333333,0.65,0.783333333,0.85,0.816666667,0.75,0.826666667,0.85,0.783333333,0.736666667,0.85,0.783333333,0.65,0.716666667,0.85,0.716666667,0.803333333,0.65,0.65,0.65,0.65,0.34,0.826666667,0.483333333,0.726666667
8,0.85,0.85,0.816666667,0.6,0.65,0.85,0.55,0.35,0.77,0.826666667,0.85,0.65,0.85,0.826666667,0.85,0.683333333,0.783333333,0.85,0.65,0.65,0.683333333,0.683333333,0.85,0.65,0.816666667,0.816666667,0.65,0.55
9,0.85,0.85,0.693333333,0.383333333,0.816666667,0.783333333,0.35,0.35,0.75,0.826666667,0.793333333,0.4,0.77,0.85,0.85,0.533333333,0.716666667,0.636666667,0.513333333,0.75,0.76,0.346666667,0.85,0.283333333,0.726666667,0.783333333,0.476666667,0.283333333
10,0.8166666666666668,0.85,0.85,0.6833333333333332,0.8266666666666667,0.7600000000000001,0.6833333333333332,0.75,0.85,0.8166666666666668,0.8166666666666668,0.8166666666666668,0.8266666666666667,0.7833333333333333,0.7949999999999999,0.8266666666666667,0.8166666666666668,0.7833333333333333,0.85,0.7816666666666666,0.7933333333333333,0.8166666666666668,0.7833333333333333,0.6833333333333332,0.6833333333333332,0.8933333333333332,0.7600000000000001,0.7166666666666667
11,0.65,0.826666667,0.683333333,0.62,0.816666667,0.85,0.35,0.35,0.65,0.793333333,0.65,0.65,0.65,0.726666667,0.683333333,0.65,0.65,0.683333333,0.583333333,0.65,0.683333333,0.693333333,0.783333333,0.3,0.76,0.583333333,0.626666667,0.383333333
12,0.35,0.65,0.6,0.55,0.6,0.65,0.35,0.35,0.583333333,0.65,0.643333333,0.45,0.65,0.683333333,0.583333333,0.55,0.65,0.516666667,0.593333333,0.616666667,0.35,0.55,0.65,0.266666667,0.65,0.383333333,0.516666667,0.366666667
13,0.65,0.65,0.65,0.65,0.716666667,0.85,0.65,0.316666667,0.65,0.716666667,0.65,0.183333333,0.65,0.66,0.85,0.65,0.483333333,0.85,0.716666667,0.65,0.44,0.316666667,0.85,0.216666667,0.716666667,0.283333333,0.783333333,0.55
14,0.85,0.816666667,0.65,0.383333333,0.85,0.85,0.583333333,0.266666667,0.716666667,0.85,0.816666667,0.333333333,0.793333333,0.826666667,0.85,0.526666667,0.426666667,0.466666667,0.45,0.783333333,0.716666667,0.383333333,0.85,0.35,0.826666667,0.35,0.466666667,0.3
15,0.75,0.85,0.65,0.626666667,0.683333333,0.75,0.35,0.55,0.683333333,0.85,0.65,0.65,0.65,0.816666667,0.826666667,0.516666667,0.62,0.65,0.65,0.716666667,0.716666667,0.35,0.716666667,0.483333333,0.77,0.41,0.613333333,0.383333333
16,0.783333333,0.85,0.85,0.716666667,0.783333333,0.716666667,0.716666667,0.716666667,0.716666667,0.85,0.85,0.65,0.85,0.85,0.65,0.783333333,0.65,0.783333333,0.75,0.85,0.783333333,0.65,0.716666667,0.85,0.65,0.85,0.65,0.716666667
17,0.816666667,0.85,0.626666667,0.283333333,0.75,0.85,0.35,0.35,0.716666667,0.716666667,0.816666667,0.65,0.693333333,0.703333333,0.85,0.486666667,0.65,0.65,0.35,0.6,0.683333333,0.35,0.783333333,0.266666667,0.85,0.35,0.35,0.316666667
18,0.783333333,0.85,0.59,0.283333333,0.85,0.783333333,0.35,0.35,0.65,0.783333333,0.683333333,0.65,0.65,0.783333333,0.816666667,0.416666667,0.55,0.52,0.35,0.49,0.65,0.333333333,0.716666667,0.45,0.75,0.35,0.416666667,0.233333333
19,0.45,0.7600000000000001,0.8166666666666668,0.45,0.3666666666666666,0.4833333333333333,0.2166666666666666,0.2166666666666666,0.75,0.7833333333333333,0.7600000000000001,0.7366666666666667,0.7166666666666667,0.4833333333333334,0.25,0.8166666666666668,0.7933333333333333,0.7266666666666667,0.6833333333333332,0.3833333333333333,0.5833333333333334,0.8166666666666668,0.4833333333333334,0.5733333333333333,0.3166666666666666,0.8166666666666668,0.4066666666666667,0.4399999999999999
20,0.35,0.35,0.716666667,0.316666667,0.626666667,0.65,0.683333333,0.65,0.85,0.85,0.716666667,0.85,0.65,0.85,0.783333333,0.803333333,0.85,0.85,0.45,0.633333333,0.34,0.55,0.783333333,0.85,0.316666667,0.816666667,0.35,0.85
21,0.75,0.816666667,0.65,0.516666667,0.75,0.75,0.35,0.35,0.683333333,0.716666667,0.716666667,0.65,0.683333333,0.76,0.75,0.65,0.6,0.683333333,0.52,0.716666667,0.65,0.346666667,0.85,0.483333333,0.816666667,0.35,0.586666667,0.383333333
22,0.85,0.85,0.85,0.783333333,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.816666667,0.85,0.816666667,0.85,0.85,0.85,0.826666667,0.85,0.85,0.85
23,0.75,0.943333333,0.716666667,0.383333333,0.65,0.85,0.45,0.3,0.683333333,0.85,0.683333333,0.65,0.65,0.65,0.883333333,0.65,0.65,0.65,0.383333333,0.683333333,0.75,0.65,0.85,0.433333333,0.793333333,0.75,0.5,0.313333333
24,0.85,0.85,0.85,0.65,0.85,0.783333333,0.65,0.35,0.783333333,0.85,0.85,0.65,0.85,0.85,0.85,0.65,0.65,0.65,0.65,0.85,0.85,0.643333333,0.85,0.65,0.716666667,0.85,0.643333333,0.55
25,0.85,0.85,0.85,0.473333333,0.85,0.85,0.35,0.333333333,0.85,0.85,0.65,0.65,0.716666667,0.85,0.85,0.716666667,0.85,0.65,0.65,0.783333333,0.683333333,0.783333333,0.716666667,0.483333333,0.783333333,0.85,0.62,0.383333333
26,0.85,0.85,0.85,0.45,0.85,0.716666667,0.65,0.716666667,0.716666667,0.85,0.793333333,0.65,0.85,0.85,0.85,0.65,0.65,0.65,0.65,0.85,0.85,0.65,0.85,0.65,0.716666667,0.783333333,0.55,0.266666667
27,0.85,0.85,0.716666667,0.416666667,0.75,0.85,0.35,0.35,0.683333333,0.783333333,0.65,0.65,0.65,0.736666667,0.85,0.626666667,0.65,0.626666667,0.383333333,0.683333333,0.783333333,0.35,0.85,0.45,0.803333333,0.44,0.583333333,0.346666667
28,0.85,0.85,0.75,0.45,0.85,0.85,0.65,0.35,0.85,0.85,0.85,0.683333333,0.85,0.85,0.85,0.683333333,0.783333333,0.683333333,0.716666667,0.85,0.816666667,0.683333333,0.85,0.346666667,0.85,0.826666667,0.583333333,0.35
29,0.85,0.906666667,0.85,0.516666667,0.85,0.85,0.85,0.826666667,0.85,0.873333333,0.883333333,0.85,0.85,0.85,0.783333333,0.716666667,0.826666667,0.85,0.88,0.816666667,0.85,0.893333333,0.85,0.85,0.513333333,0.85,0.54,0.75
30,0.583333333,0.816666667,0.62,0.503333333,0.65,0.816666667,0.65,0.55,0.716666667,0.85,0.76,0.65,0.683333333,0.85,0.65,0.573333333,0.65,0.65,0.65,0.65,0.683333333,0.346666667,0.716666667,0.583333333,0.77,0.55,0.65,0.65
31,0.85,0.85,0.55,0.383333333,0.85,0.85,0.65,0.65,0.85,0.85,0.85,0.35,0.85,0.85,0.85,0.45,0.65,0.65,0.65,0.85,0.75,0.583333333,0.85,0.14,0.816666667,0.816666667,0.603333333,0.133333333
32,0.75,0.783333333,0.65,0.49,0.716666667,0.716666667,0.55,0.35,0.716666667,0.816666667,0.75,0.45,0.716666667,0.75,0.783333333,0.613333333,0.593333333,0.65,0.523333333,0.683333333,0.65,0.343333333,0.883333333,0.35,0.75,0.35,0.383333333,0.583333333
33,0.716666667,0.783333333,0.816666667,0.683333333,0.683333333,0.816666667,0.65,0.333333333,0.85,0.816666667,0.726666667,0.683333333,0.716666667,0.75,0.85,0.683333333,0.75,0.75,0.623333333,0.593333333,0.65,0.716666667,0.65,0.433333333,0.816666667,0.783333333,0.716666667,0.35
34,0.85,0.85,0.65,0.383333333,0.683333333,0.816666667,0.35,0.333333333,0.716666667,0.826666667,0.65,0.55,0.683333333,0.816666667,0.85,0.623333333,0.65,0.65,0.316666667,0.65,0.75,0.333333333,0.85,0.383333333,0.783333333,0.35,0.516666667,0.233333333
35,0.316666667,0.65,0.693333333,0.45,0.726666667,0.65,0.6,0.55,0.683333333,0.816666667,0.736666667,0.55,0.65,0.65,0.516666667,0.65,0.65,0.76,0.683333333,0.65,0.716666667,0.683333333,0.65,0.383333333,0.383333333,0.783333333,0.65,0.583333333
36,0.55,0.65,0.793333333,0.65,0.65,0.65,0.65,0.45,0.816666667,0.716666667,0.45,0.65,0.65,0.65,0.65,0.716666667,0.683333333,0.65,0.65,0.65,0.346666667,0.85,0.65,0.65,0.583333333,0.826666667,0.55,0.65
37,0.45,0.6,0.683333333,0.373333333,0.64,0.65,0.85,0.793333333,0.783333333,0.76,0.85,0.75,0.726666667,0.85,0.65,0.683333333,0.716666667,0.783333333,0.65,0.693333333,0.6,0.64,0.466666667,0.783333333,0.416666667,0.726666667,0.45,0.626666667
38,0.85,0.85,0.65,0.493333333,0.85,0.85,0.35,0.35,0.683333333,0.85,0.85,0.65,0.716666667,0.85,0.85,0.583333333,0.65,0.85,0.416666667,0.783333333,0.783333333,0.333333333,0.85,0.333333333,0.85,0.45,0.546666667,0.383333333
39,0.883333333,0.883333333,0.693333333,0.316666667,0.85,0.85,0.76,0.783333333,0.85,0.85,0.783333333,0.85,0.85,0.726666667,0.85,0.816666667,0.606666667,0.85,0.55,0.85,0.85,0.55,0.85,0.683333333,0.85,0.783333333,0.53,0.483333333
40,0.85,0.85,0.783333333,0.563333333,0.85,0.683333333,0.75,0.65,0.783333333,0.85,0.85,0.693333333,0.65,0.85,0.85,0.65,0.623333333,0.65,0.62,0.85,0.65,0.55,0.85,0.55,0.77,0.726666667,0.716666667,0.65
41,0.783333333,0.873333333,0.85,0.483333333,0.916666667,0.883333333,0.85,0.816666667,0.85,0.916666667,0.683333333,0.583333333,0.75,0.85,0.783333333,0.533333333,0.716666667,0.873333333,0.716666667,0.85,0.716666667,0.35,0.75,0.683333333,0.683333333,0.716666667,0.483333333,0.683333333
42,0.85,0.85,0.85,0.65,0.85,0.85,0.85,0.85,0.826666667,0.85,0.85,0.716666667,0.85,0.85,0.85,0.65,0.826666667,0.85,0.816666667,0.85,0.783333333,0.85,0.85,0.85,0.85,0.85,0.65,0.85
43,0.75,0.75,0.75,0.7166666666666667,0.75,0.6833333333333332,0.6,0.7166666666666667,0.75,0.7833333333333333,0.75,0.7166666666666667,0.7166666666666667,0.75,0.6833333333333332,0.7166666666666667,0.75,0.75,0.75,0.75,0.7166666666666667,0.6833333333333332,0.6,0.6333333333333333,0.6833333333333332,0.7833333333333333,0.75,0.45
44,0.3166666666666666,0.5333333333333333,0.8266666666666667,0.6666666666666666,0.5933333333333333,0.6833333333333332,0.5166666666666667,0.1666666666666666,0.85,0.7833333333333333,0.77,0.6933333333333334,0.7166666666666667,0.5499999999999999,0.3166666666666666,0.7933333333333333,0.85,0.4933333333333333,0.75,0.6,0.6166666666666667,0.85,0.7166666666666667,0.5499999999999999,0.0999999999999999,0.85,0.4833333333333334,0.45
45,0.56,0.65,0.65,0.523333333,0.35,0.613333333,0.35,0.35,0.65,0.65,0.45,0.65,0.65,0.516666667,0.783333333,0.65,0.546666667,0.626666667,0.383333333,0.416666667,0.35,0.35,0.65,0.28,0.65,0.35,0.45,0.583333333
46,0.65,0.65,0.583333333,0.383333333,0.62,0.716666667,0.333333333,0.3,0.65,0.716666667,0.683333333,0.266666667,0.65,0.65,0.683333333,0.45,0.35,0.383333333,0.416666667,0.6,0.583333333,0.3,0.716666667,0.083333333,0.65,0.35,0.483333333,0.04
47,0.85,0.85,0.85,0.85,0.85,0.85,0.3499999999999999,0.6833333333333332,0.7833333333333333,0.85,0.5499999999999999,0.3499999999999999,0.8266666666666667,0.85,0.8166666666666668,0.8166666666666668,0.85,0.6666666666666666,0.6833333333333332,0.85,0.8166666666666668,0.85,0.7466666666666667,0.7833333333333333,0.7166666666666667,0.85,0.85,0.4166666666666667
48,0.483333333,0.693333333,0.373333333,0.173333333,0.816666667,0.6,0.65,0.4,0.793333333,0.75,0.816666667,0.316666667,0.85,0.726666667,0.216666667,0.5,0.7,0.793333333,0.583333333,0.433333333,0.35,0.55,0.5,0.44,0.35,0.816666667,0.373333333,0.793333333
49,0.7833333333333333,0.8166666666666668,0.85,0.85,0.85,0.85,0.8033333333333333,0.7833333333333333,0.8166666666666668,0.85,0.85,0.85,0.85,0.85,0.7933333333333333,0.7933333333333333,0.8266666666666667,0.85,0.8266666666666667,0.85,0.8166666666666668,0.8033333333333333,0.85,0.85,0.8266666666666667,0.85,0.85,0.7833333333333333
50,0.816666667,0.783333333,0.65,0.416666667,0.65,0.783333333,0.333333333,0.35,0.683333333,0.816666667,0.726666667,0.266666667,0.683333333,0.75,0.85,0.6,0.45,0.603333333,0.25,0.716666667,0.35,0.316666667,0.85,0.413333333,0.693333333,0.35,0.516666667,0.2
51,0.716666667,0.75,0.613333333,0.316666667,0.75,0.816666667,0.65,0.283333333,0.683333333,0.793333333,0.783333333,0.65,0.75,0.77,0.716666667,0.65,0.593333333,0.75,0.6,0.75,0.716666667,0.333333333,0.85,0.383333333,0.75,0.683333333,0.516666667,0.283333333
52,0.75,0.85,0.716666667,0.48,0.75,0.75,0.35,0.333333333,0.65,0.85,0.686666667,0.65,0.65,0.783333333,0.85,0.623333333,0.616666667,0.65,0.553333333,0.55,0.55,0.316666667,0.85,0.313333333,0.816666667,0.35,0.5,0.383333333
53,0.61,0.85,0.626666667,0.35,0.783333333,0.783333333,0.35,0.35,0.716666667,0.816666667,0.65,0.65,0.65,0.726666667,0.683333333,0.583333333,0.65,0.576666667,0.433333333,0.716666667,0.683333333,0.433333333,0.85,0.583333333,0.736666667,0.523333333,0.59,0.283333333
54,0.5833333333333334,0.7166666666666667,0.85,0.65,0.7833333333333333,0.7166666666666667,0.65,0.65,0.8266666666666667,0.85,0.85,0.7833333333333333,0.65,0.85,0.65,0.65,0.7833333333333333,0.7166666666666667,0.7166666666666667,0.65,0.65,0.65,0.6066666666666666,0.65,0.65,0.85,0.7833333333333333,0.65
55,0.65,0.75,0.683333333,0.506666667,0.65,0.596666667,0.35,0.35,0.65,0.716666667,0.65,0.65,0.65,0.726666667,0.65,0.65,0.6,0.616666667,0.45,0.65,0.65,0.583333333,0.65,0.383333333,0.683333333,0.683333333,0.626666667,0.346666667
56,0.716666667,0.826666667,0.58,0.416666667,0.683333333,0.65,0.333333333,0.333333333,0.45,0.71,0.55,0.333333333,0.483333333,0.65,0.85,0.45,0.35,0.466666667,0.316666667,0.65,0.35,0.333333333,0.783333333,0.173333333,0.693333333,0.35,0.35,0.35
57,0.65,0.75,0.65,0.45,0.716666667,0.75,0.35,0.35,0.65,0.716666667,0.65,0.65,0.65,0.65,0.716666667,0.563333333,0.65,0.62,0.583333333,0.65,0.716666667,0.55,0.65,0.48,0.816666667,0.75,0.583333333,0.35
58,0.77,,,,0.816666667,0.76,,,0.793333333,,,0.77,,,,,,,0.75,,,,,0.77,0.716666667,0.793333333,,0.76
59,0.75,0.85,0.75,0.593333333,0.65,0.816666667,0.35,0.35,0.65,0.826666667,0.65,0.726666667,0.76,0.736666667,0.783333333,0.683333333,0.683333333,0.783333333,0.533333333,0.65,0.65,0.35,0.85,0.583333333,0.85,0.77,0.62,0.516666667
60,0.65,0.85,0.793333333,0.65,0.783333333,0.783333333,0.783333333,0.716666667,0.65,0.783333333,0.85,0.65,0.65,0.85,0.65,0.583333333,0.65,0.783333333,0.716666667,0.85,0.65,0.716666667,0.65,0.85,0.65,0.85,0.65,0.65
61,0.76,0.716666667,0.65,0.55,0.716666667,0.826666667,0.65,0.45,0.893333333,0.926666667,0.906666667,0.65,0.816666667,0.816666667,0.883333333,0.65,0.65,0.683333333,0.65,0.783333333,0.716666667,0.173333333,0.94,0.216666667,0.783333333,0.75,0.683333333,0.55
62,0.45,0.3499999999999999,0.8166666666666668,0.5833333333333334,0.61,0.4833333333333334,0.3499999999999999,0.34,0.91,0.7166666666666667,0.6333333333333333,0.8166666666666668,0.65,0.7066666666666667,0.4733333333333333,0.7833333333333333,0.7833333333333333,0.5833333333333334,0.8166666666666668,0.5566666666666666,0.5499999999999999,0.8933333333333332,0.5166666666666667,0.6,0.2833333333333333,0.85,0.3833333333333333,0.4733333333333333
63,0.45,0.816666667,0.65,0.316666667,0.65,0.75,0.34,0.316666667,0.683333333,0.826666667,0.643333333,0.65,0.65,0.65,0.816666667,0.623333333,0.35,0.52,0.35,0.65,0.65,0.35,0.716666667,0.28,0.793333333,0.35,0.383333333,0.483333333
64,0.85,0.85,0.85,0.573333333,0.85,0.85,0.85,0.85,0.826666667,0.85,0.85,0.85,0.85,0.85,0.85,0.816666667,0.783333333,0.85,0.716666667,0.85,0.816666667,0.85,0.85,0.85,0.85,0.85,0.816666667,0.85
65,0.816666667,0.816666667,0.716666667,0.62,0.75,0.85,0.45,0.35,0.76,0.783333333,0.676666667,0.716666667,0.783333333,0.683333333,0.783333333,0.683333333,0.683333333,0.683333333,0.656666667,0.75,0.76,0.693333333,0.85,0.483333333,0.75,0.716666667,0.683333333,0.516666667
66,0.783333333,0.85,0.65,0.35,0.816666667,0.783333333,0.35,0.45,0.75,0.85,0.793333333,0.65,0.693333333,0.793333333,0.85,0.65,0.683333333,0.683333333,0.49,0.553333333,0.65,0.346666667,0.85,0.65,0.77,0.77,0.62,0.38
67,0.816666667,0.85,0.65,0.46,0.85,0.783333333,0.35,0.35,0.683333333,0.793333333,0.71,0.726666667,0.726666667,0.803333333,0.793333333,0.62,0.576666667,0.516666667,0.453333333,0.716666667,0.726666667,0.483333333,0.85,0.366666667,0.85,0.55,0.626666667,0.35
68,0.75,0.85,0.783333333,0.626666667,0.716666667,0.85,0.65,0.45,0.75,0.803333333,0.783333333,0.65,0.826666667,0.85,0.85,0.65,0.75,0.85,0.583333333,0.65,0.643333333,0.65,0.85,0.583333333,0.65,0.803333333,0.65,0.65
69,0.716666667,0.75,0.716666667,0.57,0.85,0.783333333,0.65,0.683333333,0.783333333,0.75,0.75,0.716666667,0.783333333,0.816666667,0.716666667,0.683333333,0.683333333,0.816666667,0.716666667,0.816666667,0.716666667,0.783333333,0.75,0.683333333,0.65,0.75,0.58,0.716666667
70,0.65,0.85,0.716666667,0.583333333,0.85,0.783333333,0.85,0.65,0.816666667,0.85,0.85,0.65,0.783333333,0.85,0.716666667,0.62,0.65,0.71,0.65,0.85,0.65,0.783333333,0.783333333,0.54,0.55,0.85,0.55,0.45
71,0.75,0.826666667,0.683333333,0.46,0.683333333,0.85,0.35,0.35,0.716666667,0.793333333,0.65,0.65,0.693333333,0.726666667,0.826666667,0.65,0.56,0.683333333,0.616666667,0.65,0.683333333,0.333333333,0.716666667,0.35,0.75,0.55,0.65,0.35
72,0.726666667,0.783333333,0.77,0.463333333,0.75,0.76,0.283333333,0.666666667,0.76,0.783333333,0.75,0.31,0.76,0.75,0.726666667,0.463333333,0.423333333,0.483333333,0.45,0.816666667,0.826666667,0.793333333,0.816666667,0.316666667,0.76,0.75,0.646666667,0.306666667
73,0.716666667,0.85,0.783333333,0.583333333,0.716666667,0.75,0.35,0.35,0.726666667,0.85,0.85,0.65,0.76,0.85,0.85,0.716666667,0.716666667,0.683333333,0.6,0.65,0.683333333,0.346666667,0.85,0.516666667,0.683333333,0.78,0.716666667,0.416666667
74,0.916666667,0.93,0.816666667,0.683333333,0.683333333,0.816666667,0.543333333,0.45,0.75,0.806666667,0.643333333,0.75,0.783333333,0.76,0.85,0.716666667,0.843333333,0.716666667,0.683333333,0.65,0.716666667,0.676666667,0.783333333,0.48,0.816666667,0.76,0.683333333,0.483333333
75,0.6166666666666666,0.7616666666666667,0.85,0.75,0.75,0.5666666666666667,0.65,0.6433333333333334,0.85,0.7833333333333333,0.7933333333333333,0.64,0.7833333333333333,0.7833333333333333,0.66,0.7833333333333333,0.8166666666666668,0.6833333333333332,0.85,0.6266666666666666,0.5499999999999999,0.85,0.5166666666666667,0.3466666666666667,0.4166666666666667,0.85,0.65,0.5466666666666667
76,0.783333333,0.716666667,0.65,0.65,0.75,0.75,0.65,0.65,0.683333333,0.873333333,0.783333333,0.65,0.783333333,0.816666667,0.906666667,0.65,0.65,0.75,0.343333333,0.716666667,0.75,0.383333333,0.94,0.413333333,0.716666667,0.65,0.65,0.316666667
77,0.55,0.65,0.85,0.65,0.85,0.783333333,0.85,0.783333333,0.873333333,0.85,0.85,0.85,0.783333333,0.85,0.85,0.65,0.783333333,0.85,0.65,0.716666667,0.65,0.65,0.85,0.85,0.55,0.829666667,0.65,0.85
78,0.783333333,0.726666667,0.65,0.62,0.65,0.816666667,0.65,0.55,0.716666667,0.793333333,0.65,0.65,0.826666667,0.693333333,0.85,0.65,0.683333333,0.683333333,0.6,0.516666667,0.65,0.35,0.85,0.516666667,0.716666667,0.55,0.683333333,0.516666667
79,0.5499999999999999,0.5833333333333334,0.8166666666666668,0.6233333333333334,0.65,0.65,0.3066666666666666,0.5499999999999999,0.7833333333333333,0.8266666666666667,0.7833333333333333,0.7383333333333333,0.3166666666666667,0.7033333333333335,0.2266666666666666,0.85,0.85,0.65,0.65,0.6,0.5333333333333333,0.85,0.65,0.4399999999999999,0.3899999999999999,0.8033333333333333,0.65,0.65
80,0.583333333,0.65,0.76,0.376666667,0.85,0.65,0.76,0.35,0.85,0.783333333,0.876666667,0.683333333,0.816666667,0.816666667,0.516666667,0.65,0.716666667,0.75,0.716666667,0.75,0.48,0.35,0.716666667,0.346666667,0.55,0.616666667,0.483333333,0.416666667
81,0.45,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.8166666666666668,0.85,0.7833333333333333,0.75,0.75,0.75,0.7166666666666667,0.75,0.75,0.8166666666666668,0.7833333333333333,0.75,0.5499999999999999,0.75,0.6066666666666667,0.75,0.6066666666666666,0.8166666666666668,0.8166666666666668,0.3999999999999999
82,0.65,0.75,0.65,0.383333333,0.716666667,0.75,0.35,0.35,0.716666667,0.716666667,0.683333333,0.55,0.65,0.683333333,0.75,0.45,0.65,0.633333333,0.496666667,0.6,0.683333333,0.333333333,0.65,0.483333333,0.65,0.683333333,0.416666667,0.333333333
83,0.85,0.85,0.75,0.35,0.771666667,0.85,0.65,0.45,0.76,0.826666667,0.783333333,0.683333333,0.816666667,0.65,0.85,0.55,0.55,0.65,0.45,0.816666667,0.716666667,0.65,0.85,0.65,0.85,0.45,0.603333333,0.55
84,0.35,0.816666667,0.816666667,0.483333333,0.783333333,0.65,0.816666667,0.65,0.816666667,0.783333333,0.783333333,0.606666667,0.65,0.816666667,0.55,0.493333333,0.62,0.783333333,0.65,0.65,0.35,0.65,0.65,0.683333333,0.5,0.683333333,0.34,0.683333333
85,0.783333333,0.85,0.65,0.383333333,0.683333333,0.85,0.35,0.35,0.683333333,0.85,0.683333333,0.55,0.683333333,0.716666667,0.85,0.583333333,0.35,0.816666667,0.316666667,0.683333333,0.683333333,0.35,0.85,0.38,0.736666667,0.35,0.35,0.383333333
86,0.683333333,0.85,0.65,0.416666667,0.75,0.816666667,0.35,0.35,0.683333333,0.826666667,0.716666667,0.55,0.683333333,0.85,0.816666667,0.56,0.65,0.65,0.48,0.683333333,0.683333333,0.35,0.85,0.416666667,0.826666667,0.75,0.57,0.273333333
87,0.716666667,0.783333333,0.62,0.413333333,0.783333333,0.75,0.55,0.683333333,0.716666667,0.76,0.726666667,0.673333333,0.683333333,0.726666667,0.716666667,0.623333333,0.65,0.716666667,0.516666667,0.716666667,0.75,0.55,0.85,0.516666667,0.726666667,0.726666667,0.45,0.383333333
88,0.693333333,0.75,0.716666667,0.65,0.716666667,0.85,0.803333333,0.793333333,0.816666667,0.816666667,0.74,0.683333333,0.673333333,0.76,0.716666667,0.64,0.716666667,0.816666667,0.683333333,0.85,0.65,0.683333333,0.65,0.65,0.543333333,0.793333333,0.55,0.75
89,0.85,0.85,0.716666667,0.573333333,0.85,0.85,0.35,0.55,0.783333333,0.85,0.65,0.65,0.783333333,0.85,0.85,0.65,0.65,0.783333333,0.6,0.65,0.65,0.276666667,0.85,0.233333333,0.85,0.65,0.526666667,0.266666667
